"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","ID_RANK","DATABASE","DATABASE_ID","GENUS_TAXON","SUBFAMILY_TAXON","FAMILY_TAXON","SUPERFAMILY_TAXON","INFRAORDER_TAXON","SUBORDER_TAXON","ORDER_TAXON","SUPERORDER_TAXON","INFRACLASS_TAXON","SUBCLASS_TAXON","CLASS_TAXON","SUPERCLASS_TAXON","SUBPHYLUM_TAXON","PHYLUM_TAXON","KINGDOM_TAXON","GROUP_CODE"
10050,"Paralichthys californicus","California halibut","species","WORMS","275809","Paralichthys","","Paralichthyidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10050
10060,"Xystreurys liolepis","fantail sole","species","WORMS","283199","Xystreurys","","Paralichthyidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10060
10100,"Pleuronectidae","righteye flounder unid.","family","WORMS","125579","","","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10100
10110,"Atheresthes stomias","arrowtooth flounder","species","WORMS","279792","Atheresthes","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10110
10111,"Atheresthes sp.","","genus","WORMS","268428","Atheresthes","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10111
10112,"Atheresthes evermanni","Kamchatka flounder","species","WORMS","279791","Atheresthes","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10112
10115,"Reinhardtius hippoglossoides","Greenland turbot","species","WORMS","127144","Reinhardtius","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10115
10116,"Reinhardtius hippoglossoides (juvenile)","Greenland turbot (juvenile)","species","WORMS","","Reinhardtius","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10116
10120,"Hippoglossus stenolepis","Pacific halibut","species","WORMS","274290","Hippoglossus","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10120
10121,"Hippoglossus stenolepis (juvenile)","Pacific halibut (juvenile)","species","WORMS","","Hippoglossus","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10121
10122,"Parophrys vetulus X Platichthys stellatus hybrid","hybrid sole","species","WORMS","","Parophrys","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10122
10129,"Hippoglossoides sp.","","genus","WORMS","126115","Hippoglossoides","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10129
10130,"Hippoglossoides elassodon","flathead sole","species","WORMS","274289","Hippoglossoides","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10130
10140,"Hippoglossoides robustus","Bering flounder","species","WORMS","254561","Hippoglossoides","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10140
10141,"Hippoglossoides robustus (juvenile)","Bering flounder (juvenile)","species","WORMS","","Hippoglossoides","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10141
10145,"Pleuronichthys guttulatus","diamond turbot","species","WORMS","293680","Pleuronichthys","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10145
10150,"Lyopsetta exilis","slender sole","species","WORMS","281452","Lyopsetta","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10150
10155,"Liopsetta glacialis","Arctic flounder","species","WORMS","275844","Liopsetta","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10155
10160,"Eopsetta jordani","petrale sole","species","WORMS","280690","Eopsetta","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10160
10170,"Parophrys vetulus","English sole","species","WORMS","254393","Parophrys","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10170
10180,"Microstomus pacificus","Dover sole","species","WORMS","274294","Microstomus","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10180
10190,"Microstomus bathybius","deepsea sole","species","WORMS","305684","Microstomus","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10190
10200,"Glyptocephalus zachirus","rex sole","species","WORMS","274287","Glyptocephalus","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10200
10201,"Glyptocephalus zachirus larvae","rex sole larvae","species","WORMS","","Glyptocephalus","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10201
10209,"Limanda aspera (juvenile)","yellowfin sole (juvenile)","species","WORMS","","Limanda","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10209
10210,"Limanda aspera","yellowfin sole","species","WORMS","254562","Limanda","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10210
10211,"Myzopsetta proboscidea","longhead dab","species","WORMS","319505","Myzopsetta","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10211
10212,"Limanda sakhalinensis","Sakhalin sole","species","WORMS","274292","Limanda","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10212
10220,"Platichthys stellatus","starry flounder","species","WORMS","154781","Platichthys","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10220
10221,"Platichthys stellatus X Pleuronectes quadrituberculatus hybrid","hybrid starry flounder X Alaska plaice","species","WORMS","","Platichthys","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10221
10240,"Clidoderma asperrimum","roughscale sole","species","WORMS","280216","Clidoderma","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10240
10250,"Psettichthys melanostictus","sand sole","species","WORMS","282396","Psettichthys","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10250
10260,"Lepidopsetta sp.","rock sole unid.","genus","WORMS","269638","Lepidopsetta","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10260
10261,"Lepidopsetta polyxystra","northern rock sole","species","WORMS","281307","Lepidopsetta","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10261
10262,"Lepidopsetta bilineata","southern rock sole","species","WORMS","281305","Lepidopsetta","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10262
10263,"Lepidopsetta polyxystra (juvenile)","northern rock sole (juvenile)","species","WORMS","","Lepidopsetta","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10263
10270,"Isopsetta isolepis","butter sole","species","WORMS","281189","Isopsetta","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10270
20121,"Bajacalifornia burragei","sharpchin slickhead","species","WORMS","272857","Bajacalifornia","","Alepocephalidae","","","","Alepocephaliformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20121
20122,"Bajacalifornia megalops","","species","WORMS","126687","Bajacalifornia","","Alepocephalidae","","","","Alepocephaliformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20122
20130,"Rouleina attrita","softskin slickhead","species","WORMS","126709","Rouleina","","Alepocephalidae","","","","Alepocephaliformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20130
20150,"Talismania bifurcata","threadfin slickhead","species","WORMS","272884","Talismania","","Alepocephalidae","","","","Alepocephaliformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20150
20179,"Maulisia sp.","","genus","WORMS","125902","Maulisia","","Platytroctidae","","","","Alepocephaliformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20179
20180,"Maulisia mauli","","species","WORMS","126742","Maulisia","","Platytroctidae","","","","Alepocephaliformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20180
20181,"Maulisia argipalla","pitted tubeshoulder","species","WORMS","126741","Maulisia","","Platytroctidae","","","","Alepocephaliformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20181
20202,"Ammodytes sp.","sand lance unid.","genus","WORMS","125909","Ammodytes","","Ammodytidae","","","Uranoscopoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20202
20203,"Ammodytes hexapterus","Arctic sand lance","species","WORMS","254510","Ammodytes","","Ammodytidae","","","Uranoscopoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20203
20204,"Ammodytes personatus","Pacific sand lance","species","WORMS","272967","Ammodytes","","Ammodytidae","","","Uranoscopoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20204
20320,"Anarrhichthys ocellatus","wolf-eel","species","WORMS","279605","Anarrhichthys","","Anarhichadidae","","","Zoarcoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20320
20322,"Anarhichas orientalis","Bering wolffish","species","WORMS","254511","Anarhichas","","Anarhichadidae","","","Zoarcoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20322
20420,"Anoplogaster cornuta","fangtooth","species","WORMS","126393","Anoplogaster","","Anoplogastridae","","","","Trachichthyiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20420
20510,"Anoplopoma fimbria","sablefish","species","WORMS","159463","Anoplopoma","","Anoplopomatidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20510
20542,"Aulorhynchus flavidus","tube-snout","species","WORMS","279839","Aulorhynchus","","Aulorhynchidae","","","Gasterosteoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20542
20570,"Argentiniformes","marine smelts","order","WORMS","1321884","","","","","","","Argentiniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20570
20571,"Argentinidae","argentine unid.","family","WORMS","125508","","","Argentinidae","","","","Argentiniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20571
20572,"Nansenia candida","bluethroat argentine","species","WORMS","272926","Nansenia","","Microstomatidae","","","","Argentiniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20572
20573,"Argentina sialis","Pacific argentine","species","WORMS","272897","Argentina","","Argentinidae","","","","Argentiniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20573
20575,"Atherinidae","silverside unid.","family","WORMS","125438","","","Atherinidae","","","","Atheriniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20575
20576,"Atherinops affinis","topsmelt","species","WORMS","279812","Atherinops","Atherinopsinae","Atherinidae","","","","Atheriniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20576
20577,"Atherinopsis californiensis","jacksmelt","species","WORMS","279813","Atherinopsis","Atherinopsinae","Atherinidae","","","","Atheriniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20577
20610,"Engraulis mordax","northern anchovy","species","WORMS","272286","Engraulis","","Engraulidae","","","","Clupeiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20610
20614,"Bathylagidae","deepsea smelt unid.","family","WORMS","125509","","","Bathylagidae","","","","Argentiniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20614
20615,"Bathylagus pacificus","Pacific blacksmelt","species","WORMS","272919","Bathylagus","","Bathylagidae","","","","Argentiniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20615
20619,"Bathylagus sp.","blacksmelt unid.","genus","WORMS","125888","Bathylagus","","Bathylagidae","","","","Argentiniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20619
20620,"Pseudobathylagus milleri","robust blacksmelt","species","WORMS","282406","Pseudobathylagus","","Bathylagidae","","","","Argentiniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20620
20622,"Leuroglossus schmidti","northern smoothtongue","species","WORMS","254551","Leuroglossus","","Bathylagidae","","","","Argentiniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20622
20624,"Lipolagus ochotensis","popeye blacksmelt","species","WORMS","281374","Lipolagus","","Bathylagidae","","","","Argentiniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20624
20660,"Leuroglossus sp.","","genus","WORMS","254349","Leuroglossus","","Bathylagidae","","","","Argentiniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20660
20662,"Leuroglossus stilbius","California smoothtongue","species","WORMS","313514","Leuroglossus","","Bathylagidae","","","","Argentiniformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20662
20700,"Bathymasteridae","ronquil unid.","family","WORMS","151388","","","Bathymasteridae","","","Zoarcoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20700
20702,"Ronquilus jordani","northern ronquil","species","WORMS","282629","Ronquilus","","Bathymasteridae","","","Zoarcoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20702
20712,"Bathymaster caeruleofasciatus","Alaskan ronquil","species","WORMS","279415","Bathymaster","","Bathymasteridae","","","Zoarcoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20712
20713,"Bathymaster leurolepis","smallmouth ronquil","species","WORMS","254512","Bathymaster","","Bathymasteridae","","","Zoarcoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20713
20720,"Bathymaster signatus","searcher","species","WORMS","254513","Bathymaster","","Bathymasteridae","","","Zoarcoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20720
20722,"Bathymaster derjugini","bluecheek ronquil","species","WORMS","279416","Bathymaster","","Bathymasteridae","","","Zoarcoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20722
20731,"Rathbunella hypoplecta","smooth ronquil","species","WORMS","282556","Rathbunella","","Bathymasteridae","","","Zoarcoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20731
20801,"Porichthys notatus","plainfin midshipman","species","WORMS","275658","Porichthys","Porichthyinae","Batrachoididae","","","","Batrachoidiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20801
20802,"Porichthys sp.","","genus","WORMS","158783","Porichthys","Porichthyinae","Batrachoididae","","","","Batrachoidiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20802
20803,"Batrachoididae","toadfishes","family","WORMS","125450","","","Batrachoididae","","","","Batrachoidiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20803
20842,"Brama japonica","Pacific pomfret","species","WORMS","273148","Brama","","Bramidae","","","","Scombriformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20842
10280,"Pleuronichthys decurrens","curlfin sole","species","WORMS","282292","Pleuronichthys","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10280
10281,"Pleuronichthys verticalis","hornyhead turbot","species","WORMS","282295","Pleuronichthys","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10281
10285,"Pleuronectes quadrituberculatus","Alaska plaice","species","WORMS","254564","Pleuronectes","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10285
10290,"Pleuronichthys coenosus","C-O sole","species","WORMS","282290","Pleuronichthys","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10290
10291,"Pleuronichthys sp.","","genus","WORMS","270459","Pleuronichthys","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10291
10295,"Pleuronichthys ritteri","spotted turbot","species","WORMS","282294","Pleuronichthys","Pleuronectinae","Pleuronectidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10295
10400,"Symphurus atricauda","California tonguefish","species","WORMS","305635","Symphurus","Symphurinae","Cynoglossidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10400
20000,"Agonidae","poacher unid.","family","WORMS","125588","","","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20000
20001,"Pallasina barbata","tubenose poacher","species","WORMS","254396","Pallasina","Brachyopsinae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20001
20002,"Percis japonica","dragon poacher","species","WORMS","254389","Percis","Hypsagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20002
20004,"Leptagonus sp.","","genus","WORMS","126145","Leptagonus","Agoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20004
20005,"Sarritor leptorhynchus","longnose poacher","species","WORMS","254376","Sarritor","Agoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20005
20006,"Sarritor frenatus","sawback poacher","species","WORMS","254374","Sarritor","Agoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20006
20007,"Leptagonus decagonus","Atlantic poacher","species","WORMS","127191","Leptagonus","Agoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20007
20015,"Agonopsis vulsa","northern spearnose poacher","species","WORMS","279522","Agonopsis","Agoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20015
20018,"Odontopyxis trispinosa","pygmy poacher","species","WORMS","281836","Odontopyxis","Bathyagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20018
20020,"Xeneretmus latifrons","blacktip poacher","species","WORMS","283171","Xeneretmus","Bathyagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20020
20021,"Xeneretmus triacanthus","bluespotted poacher","species","WORMS","283174","Xeneretmus","Bathyagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20021
20022,"Xeneretmus leiops","smootheye poacher","species","WORMS","283172","Xeneretmus","Bathyagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20022
20023,"Xeneretmus sp.","","genus","WORMS","271228","Xeneretmus","Bathyagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20023
20034,"Bathyagonus sp.","starsnout poacher unid.","genus","WORMS","254303","Bathyagonus","Bathyagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20034
20035,"Bathyagonus alascanus","gray starsnout","species","WORMS","254503","Bathyagonus","Bathyagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20035
20036,"Bathyagonus infraspinatus","spinycheek starsnout","species","WORMS","254504","Bathyagonus","Bathyagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20036
20037,"Bathyagonus pentacanthus","bigeye poacher","species","WORMS","254506","Bathyagonus","Bathyagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20037
20038,"Bathyagonus nigripinnis","blackfin poacher","species","WORMS","254505","Bathyagonus","Bathyagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20038
20039,"Podothecus sp.","","genus","WORMS","254386","Podothecus","Agoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20039
20040,"Podothecus accipenserinus","sturgeon poacher","species","WORMS","254501","Podothecus","Agoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20040
20041,"Podothecus veternus","veteran poacher","species","WORMS","254509","Podothecus","Agoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20041
20050,"Aspidophoroides monopterygius","Aleutian alligatorfish","species","WORMS","159459","Aspidophoroides","Anoplagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20050
20051,"Aspidophoroides olrikii","Arctic alligatorfish","species","WORMS","309268","Aspidophoroides","Anoplagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20051
20055,"Anoplagonus inermis","smooth alligatorfish","species","WORMS","279630","Anoplagonus","Anoplagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20055
20060,"Chesnonia verrucosa","warty poacher","species","WORMS","254507","Chesnonia","Brachyopsinae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20060
20061,"Occella dodecaedron","Bering poacher","species","WORMS","254398","Occella","Brachyopsinae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20061
20071,"Hypsagonus quadricornis","fourhorn poacher","species","WORMS","254508","Hypsagonus","Hypsagoninae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20071
20075,"Stellerina xyosterna","pricklebreast poacher","species","WORMS","254366","Stellerina","Brachyopsinae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20075
20100,"Alepocephalidae","slickhead unid.","family","WORMS","125507","","","Alepocephalidae","","","","Alepocephaliformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20100
20105,"Asquamiceps caeruleus","caerulean slickhead","species","WORMS","272852","Asquamiceps","","Alepocephalidae","","","","Alepocephaliformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20105
20110,"Alepocephalus sp.","","genus","WORMS","125868","Alepocephalus","","Alepocephalidae","","","","Alepocephaliformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20110
20120,"Alepocephalus tenebrosus","California slickhead","species","WORMS","272849","Alepocephalus","","Alepocephalidae","","","","Alepocephaliformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",20120
1,"","fish egg unid.","","WORMS","","","","","","","","","","","","","","Vertebrata","Chordata","Animalia",1
2,"","fish larvae unid.","","WORMS","","","","","","","","","","","","","","Vertebrata","Chordata","Animalia",2
3,"","fish unid.","","WORMS","","","","","","","","","","","","","","Vertebrata","Chordata","Animalia",3
10,"Petromyzontidae","lamprey unid.","family","WORMS","101163","","","Petromyzontidae","","","","Petromyzontiformes","","","","Petromyzonti","Cyclostomi","Vertebrata","Chordata","Animalia",10
21,"Entosphenus tridentatus","Pacific lamprey","species","WORMS","314348","Entosphenus","","Petromyzontidae","","","","Petromyzontiformes","","","","Petromyzonti","Cyclostomi","Vertebrata","Chordata","Animalia",21
100,"Myxinidae","hagfish unid.","family","WORMS","101162","","","Myxinidae","","","","Myxiniformes","","","","Myxini","Cyclostomi","Vertebrata","Chordata","Animalia",100
109,"Eptatretus sp.","","genus","WORMS","206895","Eptatretus","Eptatretinae","Myxinidae","","","","Myxiniformes","","","","Myxini","Cyclostomi","Vertebrata","Chordata","Animalia",109
110,"Eptatretus deani","black hagfish","species","WORMS","279277","Eptatretus","Eptatretinae","Myxinidae","","","","Myxiniformes","","","","Myxini","Cyclostomi","Vertebrata","Chordata","Animalia",110
120,"Eptatretus stoutii","Pacific hagfish","species","WORMS","279298","Eptatretus","Eptatretinae","Myxinidae","","","","Myxiniformes","","","","Myxini","Cyclostomi","Vertebrata","Chordata","Animalia",120
150,"Selachii","shark unid.","infraclass","WORMS","368408","","","","","","","","","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",150
151,"Chondrichthyes","cartilaginous fish unid.","parvphylum","WORMS","1517375","","","","","","","","","","","","","Vertebrata","Chordata","Animalia",151
160,"Selachii egg case","shark egg case unid.","infraclass","WORMS","","","","","","","","","","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",160
180,"Alopias vulpinus","thresher shark","species","WORMS","105836","Alopias","","Alopiidae","","","","Lamniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",180
200,"Scyliorhinidae","cat shark unid.","family","WORMS","105693","","","Scyliorhinidae","","","","Carcharhiniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",200
201,"Apristurus brunneus egg case","brown cat shark egg case","species","WORMS","","Apristurus","","Pentanchidae","","","","Carcharhiniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",201
210,"Apristurus brunneus","brown cat shark","species","WORMS","158512","Apristurus","","Pentanchidae","","","","Carcharhiniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",210
211,"Parmaturus xaniurus","filetail cat shark","species","WORMS","282166","Parmaturus","","Pentanchidae","","","","Carcharhiniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",211
