"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","ID_RANK","DATABASE","DATABASE_ID","GENUS_TAXON","SUBFAMILY_TAXON","FAMILY_TAXON","SUPERFAMILY_TAXON","INFRAORDER_TAXON","SUBORDER_TAXON","ORDER_TAXON","SUPERORDER_TAXON","INFRACLASS_TAXON","SUBCLASS_TAXON","CLASS_TAXON","SUPERCLASS_TAXON","SUBPHYLUM_TAXON","PHYLUM_TAXON","KINGDOM_TAXON","GROUP_CODE"
66203,"Lebbeus groenlandicus","spiny lebbeid","species","WORMS","107520","Lebbeus","","Thoridae","Alpheoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66200
66204,"Lebbeus polaris","","species","WORMS","107521","Lebbeus","","Thoridae","Alpheoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66200
66205,"Lebbeus mundus","cleaner lebbeid","species","WORMS","390263","Lebbeus","","Thoridae","Alpheoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66200
66206,"Lebbeus washingtonianus","slope lebbeid","species","WORMS","378108","Lebbeus","","Thoridae","Alpheoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66200
66301,"Heptacarpus sp.","","genus","WORMS","248339","Heptacarpus","","Thoridae","Alpheoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66301
66302,"Heptacarpus flexus","slenderbeak coastal shrimp","species","WORMS","423437","Heptacarpus","","Thoridae","Alpheoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66301
66303,"Heptacarpus moseri","Alaska coastal shrimp","species","WORMS","515260","Heptacarpus","","Thoridae","Alpheoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66301
66304,"Heptacarpus stylus","stiletto coastal shrimp","species","WORMS","515268","Heptacarpus","","Thoridae","Alpheoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66301
66305,"Heptacarpus tenuissimus","slender coastal shrimp","species","WORMS","515270","Heptacarpus","","Thoridae","Alpheoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66301
66306,"Heptacarpus camtschaticus","northern coastal shrimp","species","WORMS","423436","Heptacarpus","","Thoridae","Alpheoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66301
66500,"Crangonidae","crangonid shrimp unid.","family","WORMS","106782","","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66500
66502,"Crangon sp.","","genus","WORMS","107007","Crangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66502
66509,"Crangon alba","stout Crangon","species","WORMS","515543","Crangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66502
66510,"Neocrangon abyssorum","abyssal Crangon","species","WORMS","515583","Neocrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66510
66512,"Crangon alaskensis","shell shrimp","species","WORMS","515542","Crangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66502
66515,"Neocrangon communis","twospine Crangon","species","WORMS","423552","Neocrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66515
66516,"Neocrangon sp. cf. communis (CAS)","","species","WORMS","","Neocrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66516
66517,"Crangon franciscorum","California bay shrimp","species","WORMS","241261","Crangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66502
66520,"Neocrangon resima","","species","WORMS","515586","Neocrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66520
66530,"Crangon dalli","ridged Crangon","species","WORMS","254486","Crangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66502
66533,"Metacrangon sp.","","genus","WORMS","107008","Metacrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66533
66534,"Metacrangon munita","coastal spinyhead","species","WORMS","515572","Metacrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66533
66535,"Metacrangon variabilis","deepsea spinyhead","species","WORMS","515746","Metacrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66533
66536,"Mesocrangon intermedia","northern spinyhead","species","WORMS","423517","Mesocrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66536
66546,"Lissocrangon stylirostris","smooth Crangon","species","WORMS","515555","Lissocrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66546
66548,"Crangon septemspinosa","sevenspine bay shrimp","species","WORMS","158355","Crangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66502
66550,"Crangon nigricauda","blacktail bay shrimp","species","WORMS","515551","Crangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66502
66570,"Argis sp.","","genus","WORMS","107006","Argis","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66570
66575,"Argis alaskensis","common argid","species","WORMS","515536","Argis","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66570
66580,"Argis dentata","Arctic argid","species","WORMS","107550","Argis","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66570
66600,"Sclerocrangon sp.","","genus","WORMS","107013","Sclerocrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66600
66601,"Sclerocrangon boreas","sculptured shrimp","species","WORMS","107568","Sclerocrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66600
66602,"Rhynocrangon alata","saddleback shrimp","species","WORMS","515669","Rhynocrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66606
66604,"Rhynocrangon sharpi","spiked shrimp","species","WORMS","515671","Rhynocrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66606
66605,"Sabinea septemcarinata","","species","WORMS","107567","Sabinea","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66605
66606,"Rhynocrangon sp.","","genus","WORMS","514076","Rhynocrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66606
66611,"Argis lar","kuro argid","species","WORMS","254487","Argis","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66570
66612,"Argis crassa","rough argid","species","WORMS","254488","Argis","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66570
66613,"Argis levior","Nelson argid","species","WORMS","515539","Argis","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66570
66614,"Argis ovifer","split-eye argid","species","WORMS","515540","Argis","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66570
66615,"Paracrangon echinata","horned shrimp","species","WORMS","515591","Paracrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66618
66616,"Argis sp. cf. ovifer (CAS)","","species","WORMS","","Argis","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66570
66617,"Argis sp. cf. crassa (CAS)","","species","WORMS","","Argis","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66570
66618,"Paracrangon sp.","","genus","WORMS","378105","Paracrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66618
66750,"Pasiphaeidae","pasiphaeid shrimp unid.","family","WORMS","106790","","","Pasiphaeidae","Pasiphaeoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66750
66761,"Parapasiphae sulcatifrons","grooved-back shrimp","species","WORMS","107673","Parapasiphae","","Pasiphaeidae","Pasiphaeoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66761
66770,"Pasiphaea pacifica","Pacific glass shrimp","species","WORMS","514245","Pasiphaea","","Pasiphaeidae","Pasiphaeoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66770
66772,"Pasiphaea tarda","crimson pasiphaeid","species","WORMS","107678","Pasiphaea","","Pasiphaeidae","Pasiphaeoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66772
66810,"Oplophoridae","oplophorid shrimps","family","WORMS","106786","","","Oplophoridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66810
66814,"Notostomus sp.","","genus","WORMS","107025","Notostomus","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66814
66815,"Notostomus japonicus","spinyridge shrimp","species","WORMS","514275","Notostomus","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66814
66839,"Hymenodora sp.","","genus","WORMS","107021","Hymenodora","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66839
66840,"Hymenodora frontalis","Pacific ambereye","species","WORMS","514273","Hymenodora","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66839
66841,"Boreogennema borealis","","species","WORMS","1422238","Boreogennema","","Benthesicymidae","Penaeoidea","","Dendrobranchiata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66841
66860,"Acanthephyra sp.","","genus","WORMS","107018","Acanthephyra","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66860
66865,"Acanthephyra curtirostris","peaked shrimp","species","WORMS","107579","Acanthephyra","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66860
66875,"Systellaspis braueri","Quale spinytail","species","WORMS","107603","Systellaspis","","Oplophoridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",66875
68000,"","crab unid.","infraorder","WORMS","","","","","","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68000
68010,"Cancer sp.","cancer crab unid.","genus","WORMS","106876","Cancer","Cancrinae","Cancridae","Cancroidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68010
68011,"Romaleon branneri","furrowed rock crab","species","WORMS","440398","Romaleon","Cancrinae","Cancridae","Cancroidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68011
68012,"Metacarcinus anthonyi","yellow cancer crab","species","WORMS","440385","Metacarcinus","Cancrinae","Cancridae","Cancroidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68012
68020,"Metacarcinus magister","Dungeness crab","species","WORMS","440388","Metacarcinus","Cancrinae","Cancridae","Cancroidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68020
68040,"Glebocarcinus oregonensis","Oregon rock crab","species","WORMS","440384","Glebocarcinus","Cancrinae","Cancridae","Cancroidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68040
68041,"Carcinus maenas","green crab","species","WORMS","107381","Carcinus","Carcininae","Carcinidae","Portunoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68041
68050,"Cancer productus","red rock crab","species","WORMS","440382","Cancer","Cancrinae","Cancridae","Cancroidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68050
68060,"Metacarcinus gracilis","graceful rock crab","species","WORMS","440387","Metacarcinus","Cancrinae","Cancridae","Cancroidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68060
68065,"Xanthidae","","family","WORMS","106769","","","Xanthidae","Xanthoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68065
68072,"Rathbunixa occidentalis","pea crab","species","WORMS","1424662","Rathbunixa","Pinnixinae","Pinnotheridae","Pinnotheroidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68072
68100,"Platymera gaudichaudii","","species","ITIS","660475","Platymera","","Calappidae","Calappoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia",68100
68500,"Majidae","spider crabs unid.","family","WORMS","106760","","","Majidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68500
68501,"Oregonia sp.","","genus","WORMS","439494","Oregonia","Oregoniinae","Oregoniidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68501
68502,"Oregonia bifurca","split-nose decorator crab","species","WORMS","442170","Oregonia","Oregoniinae","Oregoniidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68502
68510,"Oregonia gracilis","graceful decorator crab","species","WORMS","442171","Oregonia","Oregoniinae","Oregoniidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68510
68511,"Macroregonia macrochira","giant spider crab","species","WORMS","442169","Macroregonia","Pleistacanthinae","Oregoniidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68511
68515,"Loxorhynchus crispatus","spider crab","species","WORMS","441601","Loxorhynchus","Pisinae","Epialtidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68515
68520,"Chorilia longipes","longhorned decorator crab","species","WORMS","441520","Chorilia","Pisinae","Epialtidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68520
68521,"Chorilia sp.","","genus","WORMS","439300","Chorilia","Pisinae","Epialtidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68521
68541,"Chionoecetes sp.","Tanner crab unid.","genus","WORMS","106898","Chionoecetes","Oregoniinae","Oregoniidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68541
68550,"Chionoecetes tanneri","grooved Tanner crab","species","WORMS","442165","Chionoecetes","Oregoniinae","Oregoniidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68550
68560,"Chionoecetes bairdi","Tanner crab","species","WORMS","368558","Chionoecetes","Oregoniinae","Oregoniidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68560
68570,"Chionoecetes angulatus","triangle Tanner crab","species","WORMS","442161","Chionoecetes","Oregoniinae","Oregoniidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68570
68575,"Chionoecetes japonicus","Japanese Tanner crab","species","WORMS","442163","Chionoecetes","Oregoniinae","Oregoniidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68575
68577,"Hyas coarctatus","circumboreal toad crab","species","WORMS","107323","Hyas","Oregoniinae","Oregoniidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68577
68578,"Hyas lyratus","Pacific lyre crab","species","WORMS","442167","Hyas","Oregoniinae","Oregoniidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68578
68580,"Chionoecetes opilio","snow crab","species","WORMS","107315","Chionoecetes","Oregoniinae","Oregoniidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68580
68590,"Chionoecetes hybrid","hybrid Tanner crab","genus","WORMS","","Chionoecetes","Oregoniinae","Oregoniidae","Majoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68590
68781,"Telmessus cheiragonus","helmet crab","species","WORMS","254360","Telmessus","","Cheiragonidae","Cheiragonoidea","Brachyura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",68781
69000,"Anomura","","infraorder","WORMS","106671","","","","","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69000
69010,"Paguridae","hermit crab unid.","family","WORMS","106738","","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69010
69011,"Discorsopagurus schmitti","","species","WORMS","366310","Discorsopagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69011
69013,"Paguristes turgidus","","species","WORMS","368303","Paguristes","","Diogenidae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69013
69035,"Pagurus sp.","","genus","WORMS","106854","Pagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69035
69041,"Pagurus armatus","blackeyed hermit","species","WORMS","366655","Pagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69041
69042,"Pagurus brandti","sponge hermit","species","WORMS","366661","Pagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69042
69050,"Pagurus townsendi","Townsend hermit crab","species","WORMS","366802","Pagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69050
69060,"Pagurus aleuticus","Aleutian hermit","species","WORMS","366647","Pagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69060
69061,"Labidochirus splendescens","splendid hermit","species","WORMS","248348","Labidochirus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69061
69070,"Pagurus confragosus","knobbyhand hermit","species","WORMS","366670","Pagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69070
69071,"Pagurus caurinus","greenmark hermit","species","WORMS","366667","Pagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69071
69072,"Pagurus granosimanus","grainyhand hermit","species","WORMS","366694","Pagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69072
69073,"Pagurus hemphilli","maroon hermit","species","WORMS","366698","Pagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69073
69074,"Pagurus hirsutiusculus","true hairy hermit","species","WORMS","366699","Pagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69074
69075,"Pagurus samuelis","bluehand hermit","species","WORMS","366786","Pagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69075
69080,"Pagurus cornutus","hornyhand hermit","species","WORMS","366673","Pagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69080
69082,"Pagurus dalli","whiteknee hermit","species","WORMS","366676","Pagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69082
69085,"Pagurus kennerlyi","bluespine hermit","species","WORMS","366712","Pagurus","","Paguridae","Paguroidea","Anomura","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia",69085
71524,"Cryptonatica sp.","","genus","WORMS","138238","Cryptonatica","Naticinae","Naticidae","Naticoidea","","","Littorinimorpha","","","Caenogastropoda","Gastropoda","","","Mollusca","Animalia",71524
71525,"Natica sp.","","genus","WORMS","138240","Natica","Naticinae","Naticidae","Naticoidea","","","Littorinimorpha","","","Caenogastropoda","Gastropoda","","","Mollusca","Animalia",71525
71526,"Cryptonatica affinis","Arctic moonsnail","species","WORMS","140525","Cryptonatica","Naticinae","Naticidae","Naticoidea","","","Littorinimorpha","","","Caenogastropoda","Gastropoda","","","Mollusca","Animalia",71524
71530,"Cryptonatica affinis","Arctic moonsnail","species","WORMS","140525","Cryptonatica","Naticinae","Naticidae","Naticoidea","","","Littorinimorpha","","","Caenogastropoda","Gastropoda","","","Mollusca","Animalia",71524
